block_id,bikes_allowed,route_id,wheelchair_accessible,direction_id,trip_headsign,shape_id,service_id,trip_id,trip_short_name
b_401117,0,16,0,1,16 W LAKE LANSING RD - DOWNTOWN,43683,3_merged_3142146,3116772,
b_401117,0,16,0,1,16 W LAKE LANSING RD - DOWNTOWN,43683,3_merged_3142146,3116773,
b_401117,0,16,0,1,16 W LAKE LANSING RD - DOWNTOWN,43683,3_merged_3142146,3116770,
b_401117,0,16,0,1,16 W LAKE LANSING RD - DOWNTOWN,43683,3_merged_3142146,3116771,
b_401117,0,16,0,1,16 W LAKE LANSING RD - DOWNTOWN,43683,3_merged_3142146,3116776,
b_401117,0,16,0,1,16 W LAKE LANSING RD - DOWNTOWN,43683,3_merged_3142146,3116777,
a_400102,0,08,0,1,8 PENNSYLVANIA - DOWNTOWN,43522,1_merged_3142134,3102098,
a_399951,0,08,0,1,8 PENNSYLVANIA - DOWNTOWN,43522,1_merged_3142134,3102099,
a_400101,0,08,0,1,8 PENNSYLVANIA - DOWNTOWN,43522,1_merged_3142134,3102096,
a_400100,0,08,0,1,8 PENNSYLVANIA - DOWNTOWN,43522,1_merged_3142134,3102097,
a_400102,0,08,0,1,8 PENNSYLVANIA - DOWNTOWN,43522,1_merged_3142134,3102094,
a_399951,0,08,0,1,8 PENNSYLVANIA - DOWNTOWN,43522,1_merged_3142134,3102095,
a_400100,0,08,0,1,8 PENNSYLVANIA - DOWNTOWN,43522,1_merged_3142134,3102092,
a_400101,0,08,0,1,8 PENNSYLVANIA - DOWNTOWN,43522,1_merged_3142134,3102093,
a_400102,0,08,0,1,8 PENNSYLVANIA - DOWNTOWN,43522,1_merged_3142134,3102090,
a_400101,0,08,0,1,8 PENNSYLVANIA - DOWNTOWN,43522,1_merged_3142134,3102091,
a_400373,0,25,0,1,NORTH HARRISON - E LANSING/MSU,43565,3_merged_3142135,3107118,
a_400373,0,25,0,1,NORTH HARRISON - E LANSING/MSU,43565,3_merged_3142135,3107119,
a_400373,0,25,0,1,NORTH HARRISON - E LANSING/MSU,43565,3_merged_3142135,3107110,
a_400373,0,25,0,1,NORTH HARRISON - E LANSING/MSU,43565,3_merged_3142135,3107111,
a_400373,0,25,0,1,NORTH HARRISON - E LANSING/MSU,43565,3_merged_3142135,3107112,
a_400373,0,25,0,1,NORTH HARRISON - E LANSING/MSU,43565,3_merged_3142135,3107113,
a_400373,0,25,0,1,NORTH HARRISON - E LANSING/MSU,43565,3_merged_3142135,3107114,
a_400373,0,25,0,1,NORTH HARRISON - E LANSING/MSU,43565,3_merged_3142135,3107115,
a_400373,0,25,0,1,NORTH HARRISON - E LANSING/MSU,43565,3_merged_3142135,3107116,
a_400373,0,25,0,1,NORTH HARRISON - E LANSING/MSU,43565,3_merged_3142135,3107117,
a_400147,0,09,0,0,9 S MARTIN L KING - HILL VOC CTR - S PENN MEIJER,43523,5_merged_3142136,3102548,
a_400145,0,09,0,0,9 S MARTIN L KING - HILL VOC CTR - S PENN MEIJER,43523,5_merged_3142136,3102549,
a_400144,0,09,0,0,9 S MARTIN L KING - S PENN MEIJER,43524,5_merged_3142136,3102540,
a_400145,0,09,0,0,9 S MARTIN L KING - S PENN MEIJER,43525,5_merged_3142136,3102541,
a_400146,0,09,0,0,9 S MARTIN L KING - HILL VOC CTR - S PENN MEIJER,43523,5_merged_3142136,3102542,
a_400144,0,09,0,0,9 S MARTIN L KING - HILL VOC CTR - S PENN MEIJER,43523,5_merged_3142136,3102543,
a_400147,0,09,0,0,9 S MARTIN L KING - HILL VOC CTR - S PENN MEIJER,43523,5_merged_3142136,3102544,
a_400146,0,09,0,0,9 S MARTIN L KING - HILL VOC CTR - S PENN MEIJER,43523,5_merged_3142136,3102545,
a_400148,0,09,0,0,9 S MARTIN L KING - HILL VOC CTR - S PENN MEIJER,43523,5_merged_3142136,3102546,
a_400144,0,09,0,0,9 S MARTIN L KING - HILL VOC CTR - S PENN MEIJER,43523,5_merged_3142136,3102547,
b_401168,0,22,0,1,22 OKEMOS-MSU,43693,3_merged_3142146,3117797,
b_401168,0,22,0,1,22 OKEMOS-MSU,43693,3_merged_3142146,3117796,
b_401168,0,22,0,1,22 OKEMOS-MSU,43693,3_merged_3142146,3117795,
b_401168,0,22,0,1,22 OKEMOS-MSU,43693,3_merged_3142146,3117794,
b_401168,0,22,0,1,22 OKEMOS-MSU,43693,3_merged_3142146,3117793,
b_401168,0,22,0,1,22 OKEMOS-MSU,43693,3_merged_3142146,3117792,
b_401168,0,22,0,1,22 OKEMOS-MSU,43693,3_merged_3142146,3117791,
b_401168,0,22,0,1,22 OKEMOS-MSU,43693,3_merged_3142146,3117790,
b_401169,0,22,0,0,22 HASLETT - MERIDIAN MALL,43692,18_merged_3142143,3117799,
b_401168,0,22,0,1,22 OKEMOS-MSU,43693,3_merged_3142146,3117798,
b_401147,0,20,0,1,20 SOUTH HARRISON - EAST LANSING - MSU,43690,3_merged_3142146,3117421,
b_401147,0,20,0,1,20 SOUTH HARRISON - EAST LANSING - MSU,43690,3_merged_3142146,3117420,
b_401147,0,20,0,1,20 SOUTH HARRISON - EAST LANSING - MSU,43690,3_merged_3142146,3117423,
b_401147,0,20,0,1,20 SOUTH HARRISON - EAST LANSING - MSU,43690,3_merged_3142146,3117422,
b_401147,0,20,0,1,20 SOUTH HARRISON - EAST LANSING - MSU,43690,3_merged_3142146,3117425,
b_401147,0,20,0,1,20 SOUTH HARRISON - EAST LANSING - MSU,43690,3_merged_3142146,3117424,
b_401147,0,20,0,1,20 SOUTH HARRISON - EAST LANSING - MSU,43690,3_merged_3142146,3117427,
b_401147,0,20,0,1,20 SOUTH HARRISON - EAST LANSING - MSU,43690,3_merged_3142146,3117426,
b_401147,0,20,0,1,20 SOUTH HARRISON - EAST LANSING - MSU,43690,3_merged_3142146,3117429,
b_401147,0,20,0,1,20 SOUTH HARRISON - EAST LANSING - MSU,43690,3_merged_3142146,3117428,
a_399919,0,01,0,0,1 MERIDIAN MALL,43484,18_merged_3142132,3099213,
a_399917,0,01,0,0,1 MERIDIAN MALL,43484,18_merged_3142132,3099212,
a_399925,0,01,0,0,1 MERIDIAN MALL,43484,18_merged_3142132,3099211,
a_399923,0,01,0,0,1 MERIDIAN MALL,43484,18_merged_3142132,3099210,
a_399925,0,01,0,0,1 MERIDIAN MALL,43484,18_merged_3142132,3099217,
a_399923,0,01,0,0,1 MERIDIAN MALL,43484,18_merged_3142132,3099216,
a_399922,0,01,0,0,1 MERIDIAN MALL,43484,18_merged_3142132,3099215,
a_399920,0,01,0,0,1 MERIDIAN MALL,43484,18_merged_3142132,3099214,
a_399917,0,01,0,0,1 MERIDIAN MALL,43484,18_merged_3142132,3099219,
a_399918,0,01,0,0,1 MERIDIAN MALL,43484,18_merged_3142132,3099218,
b_401253,0,26,0,1,26 ABBOT/E LANSING/MSU,43702,10_merged_3142140,3119443,
a_400351,0,24,0,1,24 EAST LANSING/MSU,43563,9_merged_3142138,3106647,
a_400350,0,24,0,1,24 EAST LANSING/MSU,43563,9_merged_3142138,3106646,
a_400352,0,24,0,1,24 EAST LANSING/MSU,43563,9_merged_3142138,3106645,
a_400351,0,24,0,1,24 EAST LANSING/MSU,43563,9_merged_3142138,3106644,
a_400350,0,24,0,1,24 EAST LANSING/MSU,43563,9_merged_3142138,3106643,
a_400351,0,24,0,1,24 EAST LANSING/MSU,43563,9_merged_3142138,3106642,
a_400350,0,24,0,1,24 EAST LANSING/MSU,43563,9_merged_3142138,3106641,
a_400351,0,24,0,1,24 EAST LANSING/MSU,43563,9_merged_3142138,3106640,
b_401250,0,26,0,1,26 ABBOT/E LANSING/MSU,43702,10_merged_3142140,3119445,
a_400351,0,24,0,1,24 EAST LANSING/MSU,43563,9_merged_3142138,3106649,
a_400350,0,24,0,1,24 EAST LANSING/MSU,43563,9_merged_3142138,3106648,
a_400031,0,05,0,0,5 SOUTH CEDAR - EDGEWOOD,43503,3_merged_3142135,3101017,
a_400031,0,05,0,0,5 SOUTH CEDAR - EDGEWOOD,43503,3_merged_3142135,3101016,
a_400031,0,05,0,0,5 SOUTH CEDAR - EDGEWOOD,43503,3_merged_3142135,3101015,
a_400031,0,05,0,0,5 SOUTH CEDAR - EDGEWOOD,43503,3_merged_3142135,3101014,
a_400025,0,05,0,1,5 SOUTH CEDAR - DOWNTOWN,43506,1_merged_3142134,3101013,
a_400028,0,05,0,1,5 SOUTH CEDAR - DOWNTOWN,43506,1_merged_3142134,3101012,
a_400027,0,05,0,1,5 SOUTH CEDAR - DOWNTOWN,43506,1_merged_3142134,3101011,
a_400026,0,05,0,1,5 SOUTH CEDAR - DOWNTOWN,43506,1_merged_3142134,3101010,
b_401247,0,26,0,1,26 ABBOT/E LANSING/MSU,43702,10_merged_3142140,3119446,
a_400031,0,05,0,0,5 SOUTH CEDAR - EDGEWOOD,43503,3_merged_3142135,3101019,
a_400031,0,05,0,0,5 SOUTH CEDAR - EDGEWOOD,43503,3_merged_3142135,3101018,
b_400979,0,09,0,1,9 HILL VOC CTR - S MARTIN L KING - DOWNTOWN,43658,9_merged_3142149,3114213,
b_400983,0,09,0,1,9 HILL VOC CTR - S MARTIN L KING - DOWNTOWN,43658,9_merged_3142149,3114212,
b_400978,0,09,0,1,9 HILL VOC CTR - S MARTIN L KING - DOWNTOWN,43658,9_merged_3142149,3114211,
b_400980,0,09,0,1,9 S MARTIN L KING - DOWNTOWN,43660,9_merged_3142149,3114210,
b_400984,0,09,0,1,9 HILL VOC CTR - S MARTIN L KING - DOWNTOWN,43658,9_merged_3142149,3114217,
b_400979,0,09,0,1,9 HILL VOC CTR - S MARTIN L KING - DOWNTOWN,43658,9_merged_3142149,3114216,
b_400983,0,09,0,1,9 HILL VOC CTR - S MARTIN L KING - DOWNTOWN,43658,9_merged_3142149,3114215,
b_400981,0,09,0,1,9 HILL VOC CTR - S MARTIN L KING - DOWNTOWN,43658,9_merged_3142149,3114214,
b_400983,0,09,0,1,9 HILL VOC CTR - S MARTIN L KING - DOWNTOWN,43658,9_merged_3142149,3114219,
b_400981,0,09,0,1,9 HILL VOC CTR - S MARTIN L KING - DOWNTOWN,43658,9_merged_3142149,3114218,
b_401331,0,32_merged_3142127,0,0,32 SNYDER HALL - CLINICAL CENTER - COMMUTER LOT 89,43710,10_merged_3142140,3122708,
b_401332,0,32_merged_3142127,0,0,32 SNYDER HALL - CLINICAL CENTER - COMMUTER LOT 89,43710,10_merged_3142140,3122709,
b_401330,0,32_merged_3142127,0,0,32 SNYDER HALL - CLINICAL CENTER - COMMUTER LOT 89,43710,10_merged_3142140,3122704,
b_401331,0,32_merged_3142127,0,0,32 SNYDER HALL - CLINICAL CENTER - COMMUTER LOT 89,43710,10_merged_3142140,3122705,
b_401332,0,32_merged_3142127,0,0,32 SNYDER HALL - CLINICAL CENTER - COMMUTER LOT 89,43710,10_merged_3142140,3122706,
b_401330,0,32_merged_3142127,0,0,32 SNYDER HALL - CLINICAL CENTER - COMMUTER LOT 89,43710,10_merged_3142140,3122707,
b_401332,0,32_merged_3142127,0,0,32 SNYDER HALL - CLINICAL CENTER - COMMUTER LOT 89,43710,10_merged_3142140,3122700,
b_401330,0,32_merged_3142127,0,0,32 SNYDER HALL - CLINICAL CENTER - COMMUTER LOT 89,43710,10_merged_3142140,3122701,
b_401331,0,32_merged_3142127,0,0,32 SNYDER HALL - CLINICAL CENTER - COMMUTER LOT 89,43710,10_merged_3142140,3122702,
b_401332,0,32_merged_3142127,0,0,32 SNYDER HALL - CLINICAL CENTER - COMMUTER LOT 89,43710,10_merged_3142140,3122703,
b_401239,0,26,0,1,26 ABBOT/E LANSING/MSU,43702,16_merged_3142144,3119276,
b_401240,0,26,0,1,26 ABBOT/E LANSING/MSU,43702,16_merged_3142144,3119277,
b_401242,0,26,0,1,26 ABBOT/E LANSING/MSU,43702,16_merged_3142144,3119274,
b_401238,0,26,0,1,26 ABBOT/E LANSING/MSU,43702,16_merged_3142144,3119275,
b_401240,0,26,0,1,26 ABBOT/E LANSING/MSU,43702,16_merged_3142144,3119272,
b_401241,0,26,0,1,26 ABBOT/E LANSING/MSU,43702,16_merged_3142144,3119273,
b_401238,0,26,0,1,26 ABBOT/E LANSING/MSU,43702,16_merged_3142144,3119270,
b_401239,0,26,0,1,26 ABBOT/E LANSING/MSU,43702,16_merged_3142144,3119271,
b_401153,0,26,0,1,26 ABBOT/E LANSING/MSU,43702,16_merged_3142144,3119278,
b_401242,0,26,0,1,26 ABBOT/E LANSING/MSU,43702,16_merged_3142144,3119279,
b_400769,0,01,0,1,1 DOWNTOWN LANSING,43620,20_merged_3142141,3111063,
b_400768,0,01,0,1,1 DOWNTOWN LANSING,43620,20_merged_3142141,3111062,
b_400767,0,01,0,1,1 DOWNTOWN LANSING,43620,20_merged_3142141,3111061,
b_400766,0,01,0,1,1 DOWNTOWN LANSING,43620,20_merged_3142141,3111060,
b_400762,0,01,0,1,1 DOWNTOWN LANSING - CAPITOL LOOP,43618,20_merged_3142141,3111067,
b_400761,0,01,0,1,1 DOWNTOWN LANSING,43620,20_merged_3142141,3111066,
b_400771,0,01,0,1,1 DOWNTOWN LANSING,43620,20_merged_3142141,3111065,
b_400770,0,01,0,1,1 DOWNTOWN LANSING,43620,20_merged_3142141,3111064,
b_400764,0,01,0,1,1 DOWNTOWN LANSING - CAPITOL LOOP,43618,20_merged_3142141,3111069,
b_400763,0,01,0,1,1 DOWNTOWN LANSING - CAPITOL LOOP,43618,20_merged_3142141,3111068,
b_401768,0,33_merged_3142126,0,1,33 SOUTH NEIGHBORHOOD,43716,5_merged_3142147,3129082,
b_401769,0,33_merged_3142126,0,1,33 SOUTH NEIGHBORHOOD,43716,5_merged_3142147,3129083,
b_401770,0,33_merged_3142126,0,1,33 SOUTH NEIGHBORHOOD,43716,5_merged_3142147,3129080,
b_401767,0,33_merged_3142126,0,1,33 SOUTH NEIGHBORHOOD,43716,5_merged_3142147,3129081,
b_401768,0,33_merged_3142126,0,1,33 SOUTH NEIGHBORHOOD,43716,5_merged_3142147,3129086,
b_401769,0,33_merged_3142126,0,1,33 SOUTH NEIGHBORHOOD,43716,5_merged_3142147,3129087,
b_401770,0,33_merged_3142126,0,1,33 SOUTH NEIGHBORHOOD,43716,5_merged_3142147,3129084,
b_401767,0,33_merged_3142126,0,1,33 SOUTH NEIGHBORHOOD,43716,5_merged_3142147,3129085,
b_401770,0,33_merged_3142126,0,1,33 SOUTH NEIGHBORHOOD,43716,5_merged_3142147,3129088,
b_401767,0,33_merged_3142126,0,1,33 SOUTH NEIGHBORHOOD,43716,5_merged_3142147,3129089,
b_400799,0,03,0,1,3 WILLOW - DOWNTOWN,43632,16_merged_3142144,3111687,
b_400798,0,03,0,1,3 WILLOW - DOWNTOWN,43632,16_merged_3142144,3111686,
b_400799,0,03,0,1,3 WILLOW - DOWNTOWN,43632,16_merged_3142144,3111685,
b_400798,0,03,0,1,3 WILLOW - DOWNTOWN,43632,16_merged_3142144,3111684,
b_400798,0,03,0,1,3 WILLOW - DOWNTOWN,43632,16_merged_3142144,3111683,
b_400797,0,03,0,1,3 WILLOW - DOWNTOWN,43632,16_merged_3142144,3111682,
b_400797,0,03,0,1,3 WILLOW - DOWNTOWN,43632,16_merged_3142144,3111681,
b_400797,0,03,0,1,3 WILLOW - DOWNTOWN,43632,16_merged_3142144,3111680,
b_400799,0,03,0,1,3 WILLOW - DOWNTOWN,43632,16_merged_3142144,3111689,
b_400798,0,03,0,1,3 WILLOW - DOWNTOWN,43632,16_merged_3142144,3111688,
b_400937,0,08,0,0,8 PENNSYLVANIA - HOLT,43650,5_merged_3142147,3113681,
b_400936,0,08,0,0,8 PENNSYLVANIA - HOLT,43650,5_merged_3142147,3113680,
b_400936,0,08,0,0,8 PENNSYLVANIA - HOLT,43650,5_merged_3142147,3113683,
b_400938,0,08,0,0,8 PENNSYLVANIA - HOLT,43650,5_merged_3142147,3113682,
b_400938,0,08,0,0,8 PENNSYLVANIA - HOLT,43650,5_merged_3142147,3113685,
b_400937,0,08,0,0,8 PENNSYLVANIA - HOLT,43650,5_merged_3142147,3113684,
b_400936,0,08,0,0,8 PENNSYLVANIA - HOLT,43650,5_merged_3142147,3113687,
b_400939,0,08,0,0,8 PENNSYLVANIA - HOLT,43650,5_merged_3142147,3113686,
b_400936,0,08,0,0,8 PENNSYLVANIA - HOLT,43650,5_merged_3142147,3113689,
b_400938,0,08,0,0,8 PENNSYLVANIA - HOLT,43649,5_merged_3142147,3113688,
b_401222,0,24,0,0,24 EAST LANSING - LAKE LANSING ROAD,43696,20_merged_3142141,3118655,
b_401221,0,24,0,0,24 EAST LANSING - LAKE LANSING ROAD,43696,20_merged_3142141,3118654,
b_401222,0,24,0,0,24 EAST LANSING - LAKE LANSING ROAD,43696,20_merged_3142141,3118653,
b_401375,0,39,0,1,CATA TRANSPORTATION CENTER,43726,16_merged_3142144,3125168,
b_401222,0,24,0,0,24 EAST LANSING - LAKE LANSING ROAD,43696,20_merged_3142141,3118651,
b_401221,0,24,0,0,24 EAST LANSING - LAKE LANSING ROAD,43696,20_merged_3142141,3118650,
b_400709,0,01,0,1,1 DOWNTOWN LANSING - CAPITOL LOOP,43618,9_merged_3142149,3110166,
a_399926,0,01,0,1,1 DOWNTOWN LANSING,43487,20_merged_3142130,3099428,
a_399927,0,01,0,1,1 DOWNTOWN LANSING,43487,20_merged_3142130,3099429,
b_400705,0,01,0,1,1 DOWNTOWN LANSING - CAPITOL LOOP,43618,9_merged_3142149,3110163,
a_400007,0,05,0,1,5 SOUTH CEDAR - DOWNTOWN,43506,10_merged_3142129,3100686,
a_400007,0,05,0,1,5 SOUTH CEDAR - DOWNTOWN,43506,10_merged_3142129,3100689,
b_400827,0,03,0,0,3 WILLOW - LANSING MALL,43628,20_merged_3142141,3112088,
b_400827,0,03,0,0,3 WILLOW - LANSING MALL,43628,20_merged_3142141,3112089,
a_399934,0,01,0,1,1 DOWNTOWN LANSING,43487,20_merged_3142130,3099425,
b_400827,0,03,0,0,3 WILLOW - LANSING MALL,43628,20_merged_3142141,3112084,
b_400828,0,03,0,0,3 WILLOW - LANSING MALL,43628,20_merged_3142141,3112085,
b_400827,0,03,0,0,3 WILLOW - LANSING MALL,43628,20_merged_3142141,3112086,
b_400828,0,03,0,0,3 WILLOW - LANSING MALL,43628,20_merged_3142141,3112087,
b_400824,0,03,0,1,3 WILLOW - CAPITOL LOOP - DOWNTOWN,43630,18_merged_3142143,3112080,
b_400825,0,03,0,1,3 WILLOW - CAPITOL LOOP - DOWNTOWN,43630,18_merged_3142143,3112081,
b_400826,0,03,0,0,3 WILLOW - LANSING MALL,43628,20_merged_3142141,3112082,
b_400826,0,03,0,0,3 WILLOW - LANSING MALL,43628,20_merged_3142141,3112083,
b_401021,0,07,0,1,7 AURELIUS/DOWNTOWN,43648,5_merged_3142147,3113359,
b_400904,0,07,0,1,7 AURELIUS/DOWNTOWN,43648,5_merged_3142147,3113358,
b_400905,0,07,0,1,7 AURELIUS/DOWNTOWN,43648,5_merged_3142147,3113353,
b_400712,0,01,0,0,1 MERIDIAN MALL,43617,5_merged_3142147,3110169,
b_400905,0,07,0,1,7 AURELIUS/DOWNTOWN,43648,5_merged_3142147,3113351,
b_400904,0,07,0,1,7 AURELIUS/DOWNTOWN,43648,5_merged_3142147,3113350,
b_400905,0,07,0,1,7 AURELIUS/DOWNTOWN,43648,5_merged_3142147,3113357,
b_400904,0,07,0,1,7 AURELIUS/DOWNTOWN,43648,5_merged_3142147,3113356,
b_400905,0,07,0,1,7 AURELIUS/DOWNTOWN,43648,5_merged_3142147,3113355,
b_400904,0,07,0,1,7 AURELIUS/DOWNTOWN,43648,5_merged_3142147,3113354,
b_401746,0,30,0,0,30 EAST CAMPUS,43705,9_merged_3142149,3128029,
b_401747,0,30,0,0,30 EAST CAMPUS,43705,9_merged_3142149,3128028,
b_401748,0,30,0,0,30 EAST CAMPUS,43705,9_merged_3142149,3128023,
b_401746,0,30,0,0,30 EAST CAMPUS,43705,9_merged_3142149,3128022,
b_401747,0,30,0,0,30 EAST CAMPUS,43705,9_merged_3142149,3128021,
b_401748,0,30,0,0,30 EAST CAMPUS,43705,9_merged_3142149,3128020,
b_401748,0,30,0,0,30 EAST CAMPUS,43705,9_merged_3142149,3128027,
b_401749,0,30,0,0,30 EAST CAMPUS,43705,9_merged_3142149,3128026,
b_401746,0,30,0,0,30 EAST CAMPUS,43705,9_merged_3142149,3128025,
b_401747,0,30,0,0,30 EAST CAMPUS,43705,9_merged_3142149,3128024,
b_401117,0,16,0,1,16 W LAKE LANSING RD - DOWNTOWN,43683,3_merged_3142146,3116774,
b_401117,0,16,0,1,16 W LAKE LANSING RD - DOWNTOWN,43683,3_merged_3142146,3116775,
b_401118,0,16,0,1,16 W LAKE LANSING RD - DOWNTOWN,43683,3_merged_3142146,3116778,
b_401118,0,16,0,1,16 W LAKE LANSING RD - DOWNTOWN,43683,3_merged_3142146,3116779,
b_401365,0,36,0,0,36 EAST CAMPUS - VIA VET MED,43722,4_merged_3142148,3124618,
b_401364,0,36,0,0,36 EAST CAMPUS - VIA VET MED,43722,4_merged_3142148,3124619,
b_401365,0,36,0,0,36 EAST CAMPUS - VIA VET MED,43722,4_merged_3142148,3124614,
b_401364,0,36,0,0,36 EAST CAMPUS - VIA VET MED,43722,4_merged_3142148,3124615,
b_401365,0,36,0,0,36 EAST CAMPUS - VIA VET MED,43722,4_merged_3142148,3124616,
b_401364,0,36,0,0,36 EAST CAMPUS - VIA VET MED,43722,4_merged_3142148,3124617,
b_401365,0,36,0,0,36 EAST CAMPUS - VIA VET MED,43722,4_merged_3142148,3124610,
b_401364,0,36,0,0,36 EAST CAMPUS - VIA VET MED,43722,4_merged_3142148,3124611,
b_401365,0,36,0,0,36 EAST CAMPUS - VIA VET MED,43722,4_merged_3142148,3124612,
b_401364,0,36,0,0,36 EAST CAMPUS - VIA VET MED,43722,4_merged_3142148,3124613,
a_400079,0,13,0,0,13 GROESBECK AREA - LAKE LANSING MEIJER,43540,20_merged_3142130,3104076,
a_400079,0,13,0,0,13 GROESBECK AREA - LAKE LANSING MEIJER,43540,20_merged_3142130,3104077,
a_400079,0,13,0,0,13 GROESBECK AREA - LAKE LANSING MEIJER,43540,20_merged_3142130,3104074,
a_400079,0,13,0,0,13 GROESBECK AREA - LAKE LANSING MEIJER,43540,20_merged_3142130,3104075,
a_400232,0,13,0,1,13 GROESBECK - DOWNTOWN,43542,18_merged_3142132,3104072,
a_400232,0,13,0,1,13 GROESBECK - DOWNTOWN,43542,18_merged_3142132,3104073,
a_400232,0,13,0,1,13 GROESBECK - DOWNTOWN,43542,18_merged_3142132,3104070,
a_400232,0,13,0,1,13 GROESBECK - DOWNTOWN,43542,18_merged_3142132,3104071,
a_400079,0,13,0,0,13 GROESBECK AREA - LAKE LANSING MEIJER,43540,20_merged_3142130,3104078,
a_400079,0,13,0,0,13 GROESBECK AREA - LAKE LANSING MEIJER,43540,20_merged_3142130,3104079,
b_401340,0,32_merged_3142127,0,0,32 SNYDER HALL - CLINICAL CENTER - COMMUTER LOT 89,43710,1_merged_3142145,3123134,
b_401341,0,32_merged_3142127,0,0,32 SNYDER HALL - CLINICAL CENTER - COMMUTER LOT 89,43710,1_merged_3142145,3123135,
b_401339,0,32_merged_3142127,0,0,32 SNYDER HALL - CLINICAL CENTER - COMMUTER LOT 89,43710,1_merged_3142145,3123136,
b_401340,0,32_merged_3142127,0,0,32 SNYDER HALL - CLINICAL CENTER - COMMUTER LOT 89,43710,1_merged_3142145,3123137,
b_401339,0,32_merged_3142127,0,0,32 SNYDER HALL - CLINICAL CENTER - COMMUTER LOT 89,43710,1_merged_3142145,3123130,
b_401340,0,32_merged_3142127,0,0,32 SNYDER HALL - CLINICAL CENTER - COMMUTER LOT 89,43710,1_merged_3142145,3123131,
b_401341,0,32_merged_3142127,0,0,32 SNYDER HALL - CLINICAL CENTER - COMMUTER LOT 89,43710,1_merged_3142145,3123132,
b_401339,0,32_merged_3142127,0,0,32 SNYDER HALL - CLINICAL CENTER - COMMUTER LOT 89,43710,1_merged_3142145,3123133,
b_401341,0,32_merged_3142127,0,0,32 SNYDER HALL - CLINICAL CENTER - COMMUTER LOT 89,43710,1_merged_3142145,3123138,
b_401339,0,32_merged_3142127,0,0,32 SNYDER HALL - CLINICAL CENTER - COMMUTER LOT 89,43710,1_merged_3142145,3123139,
a_399987,0,03,0,1,3 WILLOW - DOWNTOWN,43498,4_merged_3142137,3100356,
b_401768,0,33_merged_3142126,0,0,33 NORTH NEIGHBORHOOD,43714,5_merged_3142147,3128928,
b_401769,0,33_merged_3142126,0,0,33 NORTH NEIGHBORHOOD,43714,5_merged_3142147,3128929,
b_401770,0,33_merged_3142126,0,0,33 NORTH NEIGHBORHOOD,43714,5_merged_3142147,3128926,
b_401767,0,33_merged_3142126,0,0,33 NORTH NEIGHBORHOOD,43714,5_merged_3142147,3128927,
b_401768,0,33_merged_3142126,0,0,33 NORTH NEIGHBORHOOD,43714,5_merged_3142147,3128924,
b_401769,0,33_merged_3142126,0,0,33 NORTH NEIGHBORHOOD,43714,5_merged_3142147,3128925,
b_401767,0,33_merged_3142126,0,0,33 NORTH NEIGHBORHOOD,43714,5_merged_3142147,3128922,
b_401767,0,33_merged_3142126,0,0,33 NORTH NEIGHBORHOOD,43714,5_merged_3142147,3128923,
b_401767,0,33_merged_3142126,0,0,33 NORTH NEIGHBORHOOD,43714,5_merged_3142147,3128920,
b_401767,0,33_merged_3142126,0,0,33 NORTH NEIGHBORHOOD,43714,5_merged_3142147,3128921,
a_400394,0,32_merged_3142124,0,0,32 CLINICAL CENTER/COMMUTER LOT 89,43573,10_merged_3142129,3107756,
a_400394,0,32_merged_3142124,0,0,32 CLINICAL CENTER/COMMUTER LOT 89,43573,10_merged_3142129,3107757,
a_400394,0,32_merged_3142124,0,0,32 CLINICAL CENTER/COMMUTER LOT 89,43573,10_merged_3142129,3107754,
a_400394,0,32_merged_3142124,0,0,32 CLINICAL CENTER/COMMUTER LOT 89,43573,10_merged_3142129,3107755,
a_400394,0,32_merged_3142124,0,0,32 CLINICAL CENTER/COMMUTER LOT 89,43573,10_merged_3142129,3107752,
a_400394,0,32_merged_3142124,0,0,32 CLINICAL CENTER/COMMUTER LOT 89,43573,10_merged_3142129,3107753,
a_400394,0,32_merged_3142124,0,0,32 CLINICAL CENTER/COMMUTER LOT 89,43573,10_merged_3142129,3107750,
a_400394,0,32_merged_3142124,0,0,32 CLINICAL CENTER/COMMUTER LOT 89,43573,10_merged_3142129,3107751,
a_400394,0,32_merged_3142124,0,0,32 CLINICAL CENTER/COMMUTER LOT 89,43573,10_merged_3142129,3107758,
a_400394,0,32_merged_3142124,0,0,32 CLINICAL CENTER/COMMUTER LOT 89,43573,10_merged_3142129,3107759,
b_401383,0,39,0,0,UNIVERSITY VILLAGE,43725,1_merged_3142145,3125789,
a_400159,0,09,0,0,9 S MARTIN L KING - S PENN MEIJER,43525,3_merged_3142135,3102706,
a_400158,0,09,0,1,9 S MARTIN L KING - DOWNTOWN,43527,3_merged_3142135,3102707,
a_400159,0,09,0,0,9 S MARTIN L KING - S PENN MEIJER,43525,3_merged_3142135,3102704,
a_400158,0,09,0,0,9 S MARTIN L KING - S PENN MEIJER,43525,3_merged_3142135,3102705,
a_400159,0,09,0,0,9 S MARTIN L KING - S PENN MEIJER,43525,3_merged_3142135,3102702,
a_400158,0,09,0,0,9 S MARTIN L KING - S PENN MEIJER,43525,3_merged_3142135,3102703,
a_400107,0,09,0,0,9 S MARTIN L KING - S PENN MEIJER,43525,3_merged_3142135,3102700,
a_400158,0,09,0,0,9 S MARTIN L KING - S PENN MEIJER,43525,3_merged_3142135,3102701,
